-0.8626633,-0.12675422,-0.19567467,1.9572011,-0.43487975,0.6793829,2.4860716,1.1553586,1.3529005,-1.3571655,0.812383,3.6910145,2.5085762,1.3359799,1.769683,2.0182705,1.4460824,-0.19112599,-0.80030876,-0.4642002,-1.5956542,-0.2260645
-0.8626622,-0.12676696,-0.19567475,1.9571908,-0.43487844,0.6793818,2.4860716,1.155351,1.3529084,-1.3571483,0.8123842,3.6910129,2.5085793,1.3359817,1.7696955,2.0182722,1.4460751,-0.19112349,-0.800318,-0.46420717,-1.5956589,-0.22607034
-0.8626562,-0.12676063,-0.1956775,1.9572047,-0.4348817,0.67937857,2.4860723,1.1553576,1.352906,-1.3571583,0.812387,3.6910145,2.508581,1.3359758,1.7696944,2.0182676,1.4460785,-0.1911166,-0.8003104,-0.46420676,-1.5956556,-0.22607112
-0.8626697,-0.12675364,-0.19566853,1.9571954,-0.4348765,0.6793754,2.4860651,1.155358,1.352908,-1.3571526,0.8123818,3.6910167,2.5085921,1.3359828,1.7696874,2.0182743,1.4460807,-0.19113034,-0.80032086,-0.46421862,-1.595645,-0.22606689
-0.86266136,-0.12676142,-0.1956842,1.9571954,-0.4348687,0.67937773,2.4860663,1.155353,1.3529141,-1.3571557,0.8123866,3.6910102,2.5085738,1.3359815,1.7696967,2.0182738,1.4460859,-0.19111615,-0.8003116,-0.46420377,-1.5956533,-0.22607163
-0.86265874,-0.12675479,-0.19568178,1.9571956,-0.43488535,0.6793751,2.4860725,1.1553651,1.3529016,-1.3571519,0.8123911,3.6910074,2.5085785,1.3359817,1.7696716,2.0182846,1.4460793,-0.19113314,-0.8003143,-0.464193,-1.5956539,-0.22605549
-0.8626618,-0.12675089,-0.19568041,1.9572017,-0.43487787,0.6793876,2.486074,1.1553591,1.3529128,-1.3571528,0.8123829,3.6910155,2.5085683,1.3359817,1.7696811,2.0182765,1.4460722,-0.19112933,-0.8003086,-0.46421075,-1.5956589,-0.22606675
-0.86267155,-0.12675375,-0.19567053,1.9572029,-0.43488067,0.6793783,2.4860713,1.1553555,1.3529114,-1.3571556,0.8123827,3.6910157,2.5085917,1.3359765,1.769697,2.0182738,1.4460793,-0.19112206,-0.80032,-0.46420723,-1.5956502,-0.22607203
-0.86266303,-0.12675782,-0.19568,1.957201,-0.4348771,0.67938644,2.4860718,1.1553493,1.3529172,-1.3571514,0.81237733,3.691013,2.508577,1.3359814,1.7696964,2.0182734,1.4460751,-0.19111878,-0.8003144,-0.46421117,-1.5956571,-0.22607474
-0.8626535,-0.12675302,-0.1956759,1.9571927,-0.43488204,0.67938256,2.4860682,1.1553649,1.3529088,-1.3571466,0.8123914,3.6910086,2.5085812,1.3359799,1.7696803,2.0182805,1.4460852,-0.1911307,-0.8003166,-0.46420664,-1.5956554,-0.22605975
-0.86266106,-0.12675458,-0.19568048,1.9571968,-0.43486887,0.67937624,2.4860709,1.1553586,1.3529117,-1.357158,0.8123874,3.6910086,2.5085747,1.3359792,1.7696939,2.0182736,1.4460921,-0.19112796,-0.8003163,-0.4642012,-1.5956513,-0.2260668
-0.8626688,-0.12675044,-0.1956727,1.957191,-0.43487144,0.679381,2.486067,1.1553601,1.3529187,-1.3571519,0.8123834,3.6910048,2.5085807,1.3359758,1.7696892,2.0182788,1.4460882,-0.19112518,-0.8003164,-0.4642101,-1.595647,-0.22606473
-0.862666,-0.12675983,-0.19568007,1.9571942,-0.4348759,0.6793898,2.4860775,1.1553537,1.352916,-1.357162,0.81237876,3.6910112,2.5085785,1.335978,1.7696866,2.0182717,1.4460727,-0.1911237,-0.8003072,-0.46420914,-1.5956569,-0.22607331
-0.8626707,-0.12676391,-0.19567664,1.9571986,-0.43487784,0.67938435,2.486073,1.1553506,1.3529086,-1.3571593,0.81237686,3.6910148,2.5085855,1.3359811,1.7696924,2.018268,1.4460769,-0.19111905,-0.80030686,-0.4642133,-1.5956519,-0.22607067
-0.86266685,-0.12676074,-0.19568211,1.9571954,-0.43487644,0.67939675,2.4860752,1.1553518,1.3528985,-1.357159,0.8123744,3.691011,2.5085747,1.3359861,1.7696708,2.0182757,1.4460763,-0.19112593,-0.8003048,-0.46420497,-1.5956556,-0.226061
-0.86265266,-0.12675822,-0.1956858,1.9571959,-0.4348748,0.6793802,2.4860728,1.1553538,1.3529198,-1.3571465,0.8123959,3.6910126,2.5085795,1.3359734,1.769691,2.018269,1.4460706,-0.19112206,-0.80031097,-0.46421677,-1.595662,-0.22607529
-0.8626539,-0.1267528,-0.19567326,1.957196,-0.43488804,0.6793816,2.4860716,1.1553694,1.3528962,-1.3571639,0.8123867,3.691014,2.5085735,1.335982,1.7696778,2.0182793,1.4460827,-0.19113696,-0.8003103,-0.464194,-1.595659,-0.22606237
-0.8626805,-0.126753,-0.19568144,1.9572018,-0.43486825,0.6793883,2.486076,1.1553477,1.3529123,-1.3571622,0.8123692,3.6910205,2.5085773,1.3359771,1.7696854,2.0182695,1.4460717,-0.19111973,-0.800304,-0.4642071,-1.5956494,-0.22607592
